ko,vy,rr,4
fe,xl, k,10
qk,bb,hq,10
oe,nl,c ,4
ro,ej,ez,6
n ,qu,ih,10
ak,jg,cp,1
ix,gi,jz,3
rp,xy,yx,3
fe,qc,yb,4
rg,pn,xo,10
af,wy,ys,4
fj,yf,vj,6
mn,qr,kt,3
nu,pj,ph,1
oo,tl,ij,6
pm,yp,dn,3
tj,zc,na,8
hl,hf,lh,1
nc,vy,du,8
cu,jf,qt,7
bt,qq,yn,6
hm,tb,jn,1
ss,df,ji,4
an,xz,iq,3
dw,fb,lq,10
qp,wa,la,7
kw,cp,zl,8
lv,qr,ql,6
na,_x,aj,10
ci,eo,zd,3
rh,lo,jq,4
he,az,ga,3
fl,ku,kh,3
bt,ds,ha,8
as,aj,yr,4
ld,et,mc,4
av,ht,qr,8
fu,py,zy,6
bq,by,ju,1
jy,do,a ,10
i ,rh,wd,1
_o,ds,qc,6
fd,gb,cv,1
ul,zc,vz,1
bc,vu,ax,4
kt,zy,ru,7
ve,_l,fz,4
nt,v ,zq,6
wf,ow,hs,7
uj,xu,xd,4
aw,ya,wl,10
as,ts,uq,7
ah,go,sc,6
yl,ni,af,1
fz,zz,m ,4
wk,fr,jk,10
kp,ca,qm,7
jv,ir, c,1
ek,sw,zg,6
rz,ax,so,10
ev,vo,zf,10
wt,ze,kj,4
up,mk,uj,10
va,jz,hr,6
yk,bi,on,6
dd,vt,ly,10
uf,c ,rp,4
za,dj,jd,3
tm,jt,pl,10
_t,eb,dd,6
cg,di,p ,1
lc,rm,jx,10
fj,vf,ss,1
pl,ud,ul,3
rn,_f,fn,1
bn,or,bz,8
ud,tq,el,6
rn,_d,al,4
kn,pg,jb,4
yq,kd,eh,7
es,rk,cm,7
xv,fr,sb,7
xo,s ,tm,6
vc,_g,ra,8
gh,zv,qo,7
pr,ul,dp,7
sa,tw,iw,7
xr,xf,ab,7
id,mv,s ,6
ja,hd,yl,7
kr,mh,ov,6
lf,bw,xe,3
ku,fj,dg,8
zo,me,ki,10
ib,lc,jg,1
qg,uj,cw,4
he,dr,lm,4
lw,xk,xm,8
ym,wu,fa,3
ep,_i,om,4
nl,hg,mc,6
fn,yh,wg,8
bi,nl,he,6
aq,yf,j ,4
de,np,wu,7
zv,md,ez,3
bp,qm,zv,6
yy,hq,oi,4
iw,us,on,8
c ,kb,i ,6
gu,hf, v,6
sz,se,va,10
rp,_l, z,7
ap,ux, p,8
ye,kf,id,10
qq,_e,xz,7
tm,nd,nj,10
jp,yu, y,7
mv,qe,bc,1
xi,vm,df,4
dk,el,hk,4
sb,zt,my,10
yi,cz,ey,10
ak,qy,cy,6
kg,cs,jz,10
_c,oa,mo,10
bs,pp,ih,6
lp,he,je,7
fg,ak,lf,8
c ,yg,ak,1
xt,jy,ir,3
xm,qt,qt,7
su,bh,rl,8
vj,pq,pj,6
ts,ju,th,3
ir,sf,ov,10
_l,uf,we,6
mm,zs,sp,6
my,nl,km,7
sy,_s,no,1
ib,hl,dm,3
js,yf,u ,3
fb,cs,qd,10
uo,zz,gj,6
jl,to,rh,8
km,tx,qa,8
jc,ng,vy,1
of,nl,tf,1
me,sj,g ,7
_f,gi,hz,1
bx,kz,hd,4
af,rx,xg,4
ia,qn,uo,6
ou,ly,lp,7
tl,ie,xi,10
yo,bb,gz,3
iu,nd,tn,8
xh,db,xz,6
hj,gk,zz,8
qn,rb,jm,7
na,an,qx,4
qp,li,bh,7
rb,yf, g,7
no,jo,nq,3
_w,vu,lk,7
xa,kb,er,8
ay,yp,zm,7
oh,j ,yd,6
by,rh,zt,10
oj,zn,tf,7
pi,lv,mz,6
_r,yd,bs,8
kl,sj,ak,3
pm,pc,vy,4
do,km,mq,4
jk,q ,jr,4
ez,ui,qk,1
gw,bl,mw,3
c ,xp,jn,4
rp,uh,zl,4
_w,jz,fz,10
pn,pu,eh,7
sd,sc,av,1
xi,ub,vl,7
fg,tr,mt,10
hk,yr,j ,3
zn,mx,xq,4
_m,dq,gc,3
y ,qa,oz,1
qj,dk,ae,8
di,fe,hk,3
vr,vz,ig,6
jx,sa,vu,6
we,kh,ge,6
pk,qc,we,3
qz,ot,rl,3
ei,pz,ij,3
ve,xe,kw,10
na,mf,mv,8
zc,tg,ke,10
jh,es,ec,10
er,wj,jw,8
qm,ok,xe,4
mj,yt,sd,10
fn,fw, c,8
xm,mo,mr,3
cl,ns,aw,10
em,el,ud,6
nl,dg,wm,10
op,ax,qi,10
h ,_ ,rm,1
ae,vh,pz,3
ez,ft,em,4
xp,mt,rq,6
js,wc, q,4
ts,tk,sp,4
nn,vt,oo,3
xj,mj,qg,6
ia,ww, l,1
zj,ze,vw,4
qh,_b,rs,4
_a,vj,gk,4
uy,gc,qw,7
zh,pr,dp,8
gw,se,ny,3
rw,pv,w ,10
zw,sz,  ,8
rw,_g,qu,3
yi,ka,cb,10
uo,ql,fl,8
ve,qy,rw,8
ae,uv,vc,7
dl,rp,hu,7
kn,em,lx,3
_ ,qc,rt,6
hd,cc,wl,10
a ,kh,mi,8
vi,re,eu,6
iz,hc,rm,4
gm,lu,ph,1
xr,dt,xy,1
mu,ac,fa,4
ab,ln, k,10
ad,wv,kb,1
qt,bk,rm,1
bn,ru,ux,10
fx,bn,ig,6
re,so,jg,1
sr,kp,bv,1
ve,jb, n,8
ew,ih,s ,10
ay,zj,bj,4
sw,um,vx,4
_q,vl, u,3
cd,dm,pw,7
lw,ff,hs,4
dw,wf,wt,10
qb,er,pg,3
_m,a ,zb,1
zk,an,wx,6
gu,cm,sv,10
gs,ik,ws,4
zl,rm,yv,3
nc,_x,ok,4
_f,aq,um,3
mc,mi,zr,1
dk,fa,cw,6
wu,vy,jc,3
ia,mh,pc,7
eh,tl,bx,6
uh,vp,kq,1
ek,ct,jz,8
tb,fw,uu,6
dw,zy,vt,4
_p,ge,ej,1
ql,ws,m ,1
js,fo,xh,6
ld,qy,jl,1
fy,dt,zd,8
he,vh,mh,4
rx,hl,vp,10
wc,fw,io,6
jw,ar,ho,4
jd,t ,jh,3
qm,re,ik,8
g ,mj,bv,7
jv,eo,ch,3
ut,it,vr,8
px,mg,hg,6
u ,dm,bo,8
lo,np,hj,3
ri,ef,kt,4
ej,pk,ii,8
xr,it,mk,6
cm,dr,ri,4
sn,py,ua,10
_j,ng,fs,4
gp,ro,ij,8
fv,qs,pc,8
wf,jz,tx,6
tw,mv,iy,10
vc,vm,lm,8
mo,hc,mp,7
rg,kb,hk,10
lp,fu,hn,6
jd,dm,xj,10
_c,pz,ju,3
ej,nd,jp,8
ew,xs,ot,6
il,dk,d ,6
hy,wy,uf,8
zr,hm,cu,1
ux,at,ud,10
bv,fx,rw,4
yy,ol,kh,6
jq,hm,sd,7
ay,vj,ym,3
aw,my,ev,3
mg,zk,mg,10
yz,_d,oy,1
yj,cf,mj,4
vm,zc,um,1
fs,bx,xd,8
zx,xb,d ,6
ev,qg,ch,3
lq,dm,tb,10
pu,xl,ns,10
it,az,lc,1
eg,nq,kl,10
mx,ro,fr,7
ct,h ,vn,1
ly,rj,im,7
tp,du,zh,1
vq,q ,sp,10
uy,nk,zw,8
bd,uq,qt,3
aw,g ,vu,1
ro,so,eg,7
_h,zq,yz,8
_u,rl,zv,4
mh,ty,lv,10
mj,_j,ii,3
iv,ix,yl,7
wm,ns, c,6
un,kx,zn,3
jp,lx,lp,10
ba,uj,fy,10
ur,uh,mh,8
ut,lc,cn,8
ep,fo,dj,8
cl,ju,ge,6
hr,iw, o,1
kz,rv,kh,1
gc,gz,g ,7
rw,ov,kl,3
wq,dn,fj,3
eh,zv,hw,4
wx,ws,xq,6
yd,bk,wr,4
en,dr,vm,4
wd,ys,mb,10
ff,cd,sl,6
ky,dq,dd,7
xm,sy,p ,10
at,mn,cm,1
yn,_o,qk,8
er,be,bg,7
bb,aq,oy,6
hx,wq,ch,1
wm,xb,yd,10
ey,cr,mk,1
rc,lx,kb,8
ry,gv,wx,1
kw,bq,kt,6
bi,ia,pr,8
nf,wx,ev,4
vd,hh,g ,3
eo,do,wf,4
up,nz,di,10
et,kn, j,10
fj,ba, j,3
ks,yf,et,7
jh,_z,fn,6
nd,jz,qp,4
nt,hn,jj,6
ks,ic,pd,3
zv,hj,fb,6
rp,ev,jx,10
tt,tp,sg,4
jh,ql,pv,8
ye,ah,tu,4
fg,ca,ux,6
uh,nu,ag,6
ab,mr,c ,1
zi,tw,iv,1
vz,y ,xj,4
su,si,ta,4
oa,ba,el,7
wd,ps,ey,7
pd,ss,nm,6
wj,ge,oq,3
pk,xe,hb,6
q ,ls,wu,4
me,tr,of,3
am,rl,do,1
it,je,lx,10
fo,cg,ky,3
vc,qb,ez,6
ml,qz,dr,1
yg,_q,pe,6
gd,_a,kn,8
at,uk,et,3
aw,mm,jk,3
ii,mf,zb,7
vz,qk,qs,10
ow,iq, c,6
in,y ,fq,4
rc,yd,ek,4
bf,qw,po,7
nx,aw,lh,7
mp,rt,oa,6
lk,df,wp,1
_h,bm,td,7
ae,wf,oy,10
zv,az,tx,4
uy,py,ag,3
dk,hx,uc,7
aa,zk,ir,10
uh,ud,mq,8
xa,jv,fs,4
er,jg,of,1
mt,tg,nf,3
ny,ut,kb,1
rp,jk,gs,3
hl,xg,rl,3
fk,qx,kf,8
rq,jq,dm,6
uz,z ,ei,1
rp,w ,aw,6
wu,ut,lm,6
up,ip,os,8
y ,wc,ay,4
kr,ga,bj,10
pb,yk,xq,6
tl,rd,mf,3
ce,yw,zr,6
kh,uq,qw,3
xx,os,uj,3
cw,ey,dy,7
gb,kc, y,8
y ,wn,sy,4
yv,qq,tk,7
wn,fc,gr,7
du,mb,ny,7
ou,xu,hr,4
ti,hq,nq,6
ib,ig,ix,10
sb,k ,y ,7
tv,ez,hw,8
jy,nr,ni,8
od,xi,mg,1
e ,cd,py,8
xc,pw,y ,6
tx,kr,sc,8
wm,rv,gx,3
bq,of,ud,10
sk,bg,in,6
dw,p ,sb,7
ey,sc,z ,3
cq,v ,iq,6
xm,bo,fo,7
mx,kf,o ,7
oo,tw,ku,10
_b,ca,kd,10
ld,pu,nf,6
hm,ah,wz,3
sz,uz,um,4
wb,rb,bf,1
ul,un,nd,6
pt,ua,cz,6
cm,na,xs,4
gz,fz,bz,3
vt,on,ot,4
s ,qw,ab,1
qx,dx,zc,3
yv,nn,tb,3
lj,ez,cc,7
hm,wy,ss,6
ci,ud,ie,6
kj,xl,va,4
lo,vz,to,7
li,zt,nn,10
qn,vq,vo,6
ns,uu,bv,8
ec,mz,jj,1
dv,bg,zm,3
tt,uu,nt,8
jb,yo,hs,4
tg,iy,xz,4
ok,lp,vm,4
wx,bb,ho,4
qk,sf,uc,10
nd,kl,yg,1
xe,ku,ug,3
qi,w ,zk,1
bz,kw,dh,6
o ,er,ry,1
nf,ws,zd,7
nd,is,xl,10
rl,ke,jw,7
ui,rb,qv,6
_e,gx,cf,6
d ,hx,ee,3
ca,ee,zn,4
oq,kt,ps,8
ag,vj,vz,8
eu,ti,vh,1
ps,mt,ky,6
ng,ww,dr,4
a ,gv,ew,7
vl,gl,oj,8
hw,ug,b ,3
jt,eh,tg,8
mx,sp,f ,3
oa,nn,sl,4
as,qg,pe,8
xr,qb,zn,8
to,bw,zh,6
wx,pu,br,4
ej,ss,kc,6
gv,gf,e ,6
ht,_u,gj,3
ck,rq,vn,6
df,bc,zf,10
de,ew, d,3
lv,yb,zv,8
gt,eg,pa,3
qq,dx,rx,4
ro,uh,sd,4
fr,up,ls,8
qp,qv,xj,8
af,ir,wl,10
bz,gu,hz,10
hu,nh,ow,8
ew,ra,xv,1
gb,if,xp,8
ta,ly,oh,4
wd,cq,ju,1
hd,zk,wl,10
av,ig,gv,4
nc,ru,ua,8
bc,nb,le,10
pl,zw,au,7
si,sz,pp,1
vs,rj,oc,3
ga,ec,jf,8
mz,bo,pq,4
qn,vv,lq,4
gu,kk,zn,4
ue,aa,nk,6
ds,pt,tl,7
ph,se,mt,8
jl,_j,bp,4
hr,jw,ah,4
zd,_s,uu,10
va,nn,ce,4
he,ml,na,4
ek,hs,w ,8
wk,qn,x ,7
ef,na,oz,8
ba,uk,zc,4
wu,xm,xs,6
gp,lm,bg,7
wv,vu,mi,10
kv,dz,b ,1
ir,tt,eo,6
km,wa,xa,10
_z,bj,gu,6
sa,wi,yb,8
bd,uw,nq,4
ev,ha,ho,10
md,p ,rs,8
mi,jm,xz,4
rl,fv,ds,4
mk,wy,el,3
lz,iy,cl,7
gz,p ,we,6
wt,rx,rd,6
ld,pw,fv,1
lh,lg,pg,10
cb,v ,fh,1
nv,ui,mx,4
mn,gp,nc,8
di,zh,fz,4
pv,to,bs,1
gy,np,nf,3
yv,_a,yj,10
go,rm,wj,3
oq,ti,ku,1
ob,uu,ms,1
xp,m ,ra,4
iv,wz,qv,10
yl,ee,qj,3
uz,ho,d ,3
jv,rq,y ,10
ln,r ,zc,3
ds,fv,uq,1
nl,yw,ga,4
sf,yk, y,6
gv,zx,e ,7
jf,zi,as,8
tu,de,qo,8
tt,ut,hq,6
we,yu,tq,4
lb,us,qj,7
bp,vy, d,6
dh,kr, i,1
uc,gw,ge,1
jo,lr,he,4
hy,ed,he,7
qy,go,uf,1
ex,qv,bp,10
of,pr,lj,8
lo,tv,ut,10
eh,nx,rt,1
gg,ak,po,1
_y,um,qo,4
t ,oo,zm,3
do,us,qn,1
ui,nx,yt,4
db,jj,ia,8
wm,yu,si,6
nm,rz,nn,7
nj,gn,qo,7
hw,_k,ps,4
wk,db,iz,6
oj,hq,uh,7
wa,tf,iq,4
ry,qs,lc,6
hj,jd,gi,3
fp,xq, k,8
zd,xx,zr,6
yv,rq,ma,4
gy,qc,dp,10
vw,ps,xc,7
wi,ti,qd,7
fd,rx,dk,4
hp,he,ya,4
el,fw,ca,6
rf,vw,ux,10
gf,hi,oa,3
bm,pw,xs,4
dh,wp,cp,4
pr,vx,gs,6
ln,_q,rq,8
wn,jp,xa,3
nv,gh,ky,3
pc,dt,sf,10
zq,ex,qg,7
ab,rz, t,8
_d,oe,fb,8
rg,wn,wg,3
vb,vy,og,4
xw,fm,mk,8
mu,tw,cf,7
jw,up,wk,8
gy,u ,uy,6
mq,uq,nl,3
au,po,um,1
vo,fb,s ,10
ne,qy,ly,10
ti,tr,et,4
an,yq,oa,7
xg,tg,qj,3
jp,td,vm,7
se,bj,xm,10
mx,to,xl,7
su,wx,qj,1
uc,bj,vb,6
vh,pz, s,8
ac,xw,wj,6
ii,so,xa,10
wl,gg,ep,1
qu,zv,zn,3
te,nw,kh,4
n ,bg,gc,7
id,ir,ai,6
oe,ka,qz,4
_z,mq,lq,1
ov,qi,ge,10
ke,lc,zn,6
ht,cu,hv,8
ti,qo,xy,7
gy,js,mg,10
jb,l ,vl,4
cn,yj,ap,8
os,_e,zt,7
wp,qx,si,3
hs,yc,pt,6
tw,mp,af,7
ua,iq,qi,7
rg,iq,uw,6
ic,nu,py,10
bl,on,wp,3
if,fg,vg,8
yp,wm,eu,7
fv,di, h,3
gz,fh,jv,7
c ,sa,gf,1
mq,aw,kw,7
yl,hz,qd,6
gl,cy,zw,6
wu,ic,mt,4
nf,pg,nk,7
bb,to,ou,6
oc,ay,wm,8
er,en,wg,3
dw,l ,kz,8
zt,zi,hj,3
ew,em, o,4
as,qj,ai,3
zk,ar,ou,6
gx,cl,jo,3
wl,df,xa,10
nb,oy,as,1
ug,jl,fd,10
rk,k ,rm,3
hg,qk,fd,7
nl,ss,cr,10
qg,iw,je,8
jb,fi,oi,7
ck,nv,qg,7
or,fr,mv,4
cw,yc,jl,4
uz,bg,xr,10
_x,en,mc,4
gb,ad,zg,3
ar,da,rg,4
hh,ca,jy,4
ck,ta,wt,1
nv,af,ky,4
az,wp,fq,4
qx,xg,rm,7
ir,se,oh,4
pl,za,zm,8
cd,tj,up,3
bx,ay,xs,1
fl,rd,cv,1
fw,ie,mv,8
d ,cj,cu,6
b ,gw,mp,8
bh,yz,ga,8
kl,wx,dx,6
et,ia,oc,6
fn,fd,ac,7
ec,nw,p ,10
cl,al,hb,8
gi,tn,uw,3
ng,sa,je,8
py,ny,qi,8
cj,zf,rd,7
hw,zr,fk,4
w ,zw,ts,7
kq,xy,xz,8
_ ,ji,ep,10
dk,kj,ss,3
dd,zp,hz,1
ns,dy,ec,4
bh,xs,hu,10
vg,ps,qu,7
fs,xn, o,3
nf,hd,jg,1
ah,ex, t,4
gt,ud,xd,6
ny,ht,vh,3
qc,xk,sr,8
hj,rq,kd,6
vx,jq,uz,3
gf,zl,gq,8
km,oc,pc,7
iy,zb,hd,1
nj,uy,kt,10
ya,go,yr,1
dp,_c,qu,7
om,nw,ij,8
gu,kg,ax,10
ja,lj,bw,3
ys,ph,wr,3
_c,mr,ry,4
_ ,ms,cc,3
ny,un,ie,1
ms,fb,on,4
vp,bc,cy,1
mv,ka,bi,7
vo,je,nb,8
ox,kz,do,6
se,nw,hi,10
m ,ym,ep,3
kt,ps,hm,8
sb,fl,po,4
ih,zw,ab,3
nm,ie,zx,6
yp,ep,hu,7
bu,so,ks,8
gk,hu,tb,7
cq,ol,bg,1
zn,xj,fo,10
oo,ne,em,4
ew,iy,me,4
hx,jo,i ,8
fp,eq,vw,3
zb,gh,ve,6
yr,hj,ol,10
_v,he,hj,3
io,og,hx,8
uv,uu,wd,7
gk,db,ly,3
wg,wf,vx,3
ux,_u,uz,8
xg,hp,oj,4
ro,_d,xh,6
pm,rq,ek,7
oi,_k,gd,4
c ,qo,in,7
tc,hz,lw,10
_s,ke,hq,8
ot,ff,g ,3
ax,pt,ji,10
wo,pw,gi,10
ao,ti,aw,1
ty,kd,dp,4
sy,mt,hn,8
sd,eh,qj,1
_n,_x,xv,3
tc,nj,bj,7
ap,gb,wb,8
jc,ch,ty,10
wy,xa,xf,10
ey,nc, h,1
mq,gm,ii,1
pp,tx,fb,6
nr,br,kp,10
lo,xy,ul,1
oh,aa,fy,7
nu,uf,bc,3
fw,xb,ni,6
lq,mc,rk,8
sj,pa,lp,3
cs,wg,re,4
mt,tl,bc,4
fl,wb,ug,7
zc,pe,af,6
ur,dg,qn,1
hq,ok,ap,8
ji,_z,rb,4
yj,fl,bn,4
za,tl,je,7
pg,qp,ey,8
fk,ll,d ,3
wv,ij,qw,3
be,lt,ey,8
do,kd,vh,6
zb,bu,xr,7
km,uz,lz,10
tp,qa,zt,7
z ,fm,zd,7
tk,gu,kc,4
ej,jo, a,1
bc,zo,b ,7
es,er,ey,10
xb,ep,op,7
qr,vr,zj,3
mp,nl,xz,1
km,p ,je,3
qq,cp,cd,3
_v,rm,az,7
yh,ei,cg,10
op,uv,ta,4
er,gy,zu,8
ot,hi,xh,3
bs,xe, q,3
ct,ul,cc,7
pl,xj, j,8
jb,ha,oi,3
yi,el,jg,4
np,hw,cq,7
co,zx,qj,4
is,on, j,6
ks,ia,gw,10
fa,sg,hx,7
fg,gx,su,7
hy,hj, z,8
on,ji,lq,1
q ,bi,yn,1
n ,bi,rv,8
_o,zl, v,1
tu,rn,qs,7
em,td,jd,10
ca,jh,uh,8
ac,pj,ky,10
hd,dp,gi,3
bu,lh,xj,7
bw,gy,vr,1
r ,xl,s ,7
eh,fw,pr,1
ta,qv,uy,10
bc,id,ly,10
lz,ey,lq,4
sw,sw,og,6
hl,nz,rr,8
fl,hl,ua,8
fu,df,os,4
py,pk,ek,10
od,sc,qp,10
mn,cb,fm,7
ip,qc,xo,3
mm,bi,kd,8
tp,et,rk,6
or,pp,cf,8
jj,hl,wy,1
ia,yo,yf,10
tw,gb,wu,4
lk,ua,eo,3
qw,hr,bc,1
tr,kh,jp,4
zn,wl,ya,8
ee,yu,he,4
yd,xg,ot,10
_h,wq,jb,1
oh,ui,ig,1
zr,k ,p ,3
ek,o ,pd,1
ni,en,mo,1
me,fi,qe,10
_l,cz,uw,7
ca,b ,hw,10
tt,t ,pg,7
nw,xp,xz,10
te,sg,zp,10
mm,jj,oz,3
cx,vd,vr,3
gz,vf,xq,1
nm,yw,fp,7
ok,vi,te,1
hb,ai,bb,7
tu,_g,wl,7
xn,fk,k ,1
qs,is,mr,3
bz,_t,up,6
m ,qr,ru,10
fz,cs,fx,8
b ,qu,bc,3
oo,fd,cp,6
ek,ae,vl,1
ko,k ,ri,8
sc,sh,oa,7
wa,rm,uk,7
yt,yi,zj,8
ix,z ,to,10
bc,db,rs,3
wu,sd,sk,1
ly,aq,qf,10
wp,bk,hh,1
yq,qm,yk,6
xs,rf,zc,8
ow,qe,oe,3
zw,pt,cz,8
pd,qa,pu,8
tj,bh,cf,10
wd,ca,e ,6
hm,vx,q ,4
wb,bk,im,8
km,vt,cg,1
vd,ch,es,4
tl,kg,of,10
qr,jv,ly,1
pa,yw,mm,8
km,wt,va,3
kz,qx,gk,3
bt,bm,or,7
xg,ui,rf,10
fn,nt,qw,8
ib,oj,st,3
jh,vf,g ,4
cp,qy,uc,1
ix,tj,ng,10
rt,tq,jt,4
vc,jq,rg,1
gl,w ,xi,4
db,vy,tt,6
sv,sk,xq,1
ec,ru,cw,4
rg,_l,ky,8
fh,wo,hx,4
uf,xp,ct,7
cz,rp,kg,3
je,cf,qz,8
ft,by,wc,6
gk,s ,ju,1
